initial key,initial value,current,proposed workspace,proposed bucket,proposed key,merged,confidence,reason
iospoe.experience_owlet_ticket_detail_section_about_this_ticket,About this item,(blank),experience,experience_owlet,ticket_detail_section_about_this_ticket,TRUE,high,value-identical cross-platform → merged
andpoe.experience_owlet_ticket_detail_section_tnc,Terms and conditions,experience_owlet|ticket_detail_section_tnc,experience,experience_owlet,ticket_detail_section_tnc,TRUE,high,value-identical cross-platform → merged
iospoe.experience_owlet_ticket_detail_section_tnc,Terms and conditions,(blank),experience,experience_owlet,ticket_detail_section_tnc,TRUE,high,value-identical cross-platform → merged
andpoe.experience_owlet_ticket_detail_tab_about_this_ticket,About this item,experience_owlet|ticket_detail_tab_about_this_ticket,experience,experience_owlet,ticket_detail_tab_about_this_ticket,TRUE,high,value-identical cross-platform → merged
iospoe.experience_owlet_ticket_detail_tab_about_this_ticket,About this item,experience_owlet|ticket_detail_about_this_ticket,experience,experience_owlet,ticket_detail_tab_about_this_ticket,TRUE,high,value-identical cross-platform → merged
andpoe.experience_owlet_ticket_detail_tab_tnc,Terms & conditions,experience_owlet|ticket_detail_tab_tnc,experience,experience_owlet,ticket_detail_tab_tnc,TRUE,high,value-identical cross-platform → merged
iospoe.experience_owlet_ticket_detail_tab_tnc,Terms & conditions,experience_owlet|ticket_detail_tnc,experience,experience_owlet,ticket_detail_tab_tnc,TRUE,high,value-identical cross-platform → merged
andpoe.experience_pax_selection_snackbar_coupon_expired,Your coupon is expired and has been removed from your transaction.,(blank),experience,experience_pax,selection_snackbar_coupon_expired,FALSE,high,blank → first-token feature rule
andpoe.experience_pax_selection_snackbar_coupon_minimum_changed,"Sorry, the minimum purchase for this item has changed. Your coupon is still valid, but you''ll need to pay the difference.",(blank),experience,experience_pax,selection_snackbar_coupon_minimum_changed,FALSE,high,blank → first-token feature rule
andpoe.experience_pax_selection_snackbar_minimum_purchase_changed,Coupon can’t be used on the selected date because the minimum purchase of this item has changed. You can continue without coupon or change the date.,(blank),experience,experience_pax,selection_snackbar_minimum_purchase_changed,FALSE,high,blank → first-token feature rule
andpoe.experience_pdp_group_name_jr_pass,About this pass,(blank),experience,experience_pdp,group_name_jr_pass,TRUE,high,value-identical cross-platform → merged
iospoe.experience_pdp_group_name_jr_pass,About this pass,(blank),experience,experience_pdp,group_name_jr_pass,TRUE,high,value-identical cross-platform → merged
andpoe.experience_pdp_overview_section_whats_included_title,Included in this tour,(blank),experience,experience_pdp,overview_section_whats_included_title,,high,blank → first-token feature rule
iospoe.experience_pdp_overview_section_whats_included_title,What''s Included in this Tour,(blank),experience,experience_pdp,overview_section_whats_included_title,,high,blank → first-token feature rule
andpoe.experience_pdp_tour_footer_pax,/pax,(blank),experience,experience_pdp,tour_footer_pax,TRUE,high,value-identical cross-platform → merged
iospoe.experience_pdp_tour_footer_pax,/pax,(blank),experience,experience_pdp,tour_footer_pax,TRUE,high,value-identical cross-platform → merged
iospoe.experience_pdp_tour_footer_starts_from,Starts from,(blank),experience,experience_pdp,tour_footer_starts_from,FALSE,high,blank → first-token feature rule
andpoe.experience_price_range_display,{0} - {1},(blank),experience,experience_price,range_display,FALSE,high,blank → first-token feature rule
andpoe.text_experience_product_chain_enable_gps_title,Enable Your Location Services,experience_product|chain_enable_gps_title,experience,experience_product,chain_enable_gps_title,TRUE,high,value-identical cross-platform → merged
iospoe.experience.location-prompt.product-chain.title,Enable Your Location Services,experience_location|prompt_product_chain_title,experience,experience_product,chain_enable_gps_title,TRUE,high,value-identical cross-platform → merged
andpoe.experience_product_chain_label_sort_for_multiple_sort,Sort by,(blank),experience,experience_product,chain_label_sort_for_multiple_sort,TRUE,high,value-identical cross-platform → merged
iospoe.experience.product-chain.header.active-sort,Sort by,(blank),experience,experience_product,chain_label_sort_for_multiple_sort,TRUE,high,value-identical cross-platform → merged
andpoe.text_experience_product_chain_outlet_information,{0} locations,(blank),experience,experience_product,chain_outlet_information,TRUE,high,value-identical cross-platform → merged
iospoe.experience.product-chain.available-outlet-%@,{0} locations,(blank),experience,experience_product,chain_outlet_information,TRUE,high,value-identical cross-platform → merged
iospoe.experience_product_detail_more_about_jr_pass,Tell me more about this pass,(blank),experience,experience_product,detail_more_about_jr_pass,FALSE,high,blank → first-token feature rule
andpoe.experience_product_discovery_page_purchased_with_count_label,Purchased items: {0},(blank),experience,experience_product,discovery_page_purchased_with_count_label,,high,blank → first-token feature rule
iospoe.experience_product_discovery_page_purchased_with_count_label,Purchased items:,(blank),experience,experience_product,discovery_page_purchased_with_count_label,,high,blank → first-token feature rule
andpoe.experience_product_discovery_page_saved_with_count_label,Saved items: {0},(blank),experience,experience_product,discovery_page_saved_with_count_label,,high,blank → first-token feature rule
iospoe.experience_product_discovery_page_saved_with_count_label,Saved items:,(blank),experience,experience_product,discovery_page_saved_with_count_label,,high,blank → first-token feature rule
iospoe.experience_quick_book_item_match_default,Showing items that match your search,(blank),experience,experience_quick,book_item_match_default,FALSE,high,blank → first-token feature rule
iospoe.experience_quick_book_item_relevant,"Relevant item(s) for ""{0}""",(blank),experience,experience_quick,book_item_relevant,FALSE,high,blank → first-token feature rule
andpoe.experience_quick_filter_promo,Special Deals,(blank),experience,experience_quick,filter_promo,FALSE,high,blank → first-token feature rule
andpoe.experience_quick_filter_sort_by,Sort by,(blank),experience,experience_quick,filter_sort_by,TRUE,high,value-identical cross-platform → merged
iospoe.experience_quick_filter_sort_by,Sort by,(blank),experience,experience_quick,filter_sort_by,TRUE,high,value-identical cross-platform → merged
andpoe.experience_recent_search_categorical_nearby,{0} Near Me,(blank),experience,experience_recent,search_categorical_nearby,,high,blank → first-token feature rule
andpoe.experience_redemption_detail_page_how_to_redeem,How to Redeem,experience_redemption|detail_page_how_to_redeem,experience,experience_redemption,detail_page_how_to_redeem,TRUE,high,value-identical cross-platform → merged
iospoe.experience_redemption_detail_page_how_to_redeem,How to Redeem,(blank),experience,experience_redemption,detail_page_how_to_redeem,TRUE,high,value-identical cross-platform → merged
iospoe.experience_redemption_how_to_redeem_notice,Remember to bring a valid ID,(blank),experience,experience_redemption,how_to_redeem_notice,FALSE,high,blank → first-token feature rule
andpoe.experience_refund_refundable_description,<![CDATA[Refund requests can only be processed <b>before selected date</b>. See Refund Policy below for more info.]]>,(blank),experience,experience_refund,refundable_description,,high,blank → first-token feature rule
iospoe.experience_refund_refundable_description,Refund requests can only be processed <b>before selected date.</b> See Refund Policy below for more info.,(blank),experience,experience_refund,refundable_description,,high,blank → first-token feature rule
andpoe.experience_refund_refundable_until_description,"<![CDATA[""After <b>{0}</b>, your booking can''t be refunded.""]]>",(blank),experience,experience_refund,refundable_until_description,,high,blank → first-token feature rule
iospoe.experience_refund_refundable_until_description,"After <b>{0}</b>, your booking can''t be refunded.",(blank),experience,experience_refund,refundable_until_description,,high,blank → first-token feature rule
andpoe.text_experience_refund_total_guest_label,Valid for,experience_refund|total_guest_label,experience,experience_refund,total_guest_label,TRUE,high,value-identical cross-platform → merged
iospoe.experience.refund-policy.label.total-guests,Valid for,experience_refund|policy_total_guests,experience,experience_refund,total_guest_label,TRUE,high,value-identical cross-platform → merged
andpoe.experience_reschedule_calendar_current_booking,Initial selected visit date,(blank),experience,experience_reschedule,calendar_current_booking,FALSE,high,blank → first-token feature rule
andpoe.experience_reschedule_confirmation_button_negative,Cancel,(blank),experience,experience_reschedule,confirmation_button_negative,TRUE,high,value-identical cross-platform → merged
iospoe.experience_reschedule_confirmation_button_negative,Cancel,experience_reschedule|confirmation_negative,experience,experience_reschedule,confirmation_button_negative,TRUE,high,value-identical cross-platform → merged
andpoe.experience_reschedule_landing_cta_change_date,Change Schedule,experience_reschedule|landing_cta_change_date,experience,experience_reschedule,landing_cta_change_date,TRUE,high,value-identical cross-platform → merged
iospoe.experience_reschedule_landing_cta_change_date,Change Schedule,experience_reschedule|landing_change_date,experience,experience_reschedule,landing_cta_change_date,TRUE,high,value-identical cross-platform → merged
andpoe.experience_reschedule_valid_for,Valid for,(blank),experience,experience_reschedule,valid_for,TRUE,high,value-identical cross-platform → merged
iospoe.experience_reschedule_valid_for,Valid for,(blank),experience,experience_reschedule,valid_for,TRUE,high,value-identical cross-platform → merged
andpoe.experience_reschedule_validity_timeslot,{0} at {1},(blank),experience,experience_reschedule,validity_timeslot,TRUE,high,value-identical cross-platform → merged
iospoe.experience_reschedule_validity_timeslot,{0} at {1},(blank),experience,experience_reschedule,validity_timeslot,TRUE,high,value-identical cross-platform → merged
andpoe.experience_search_by_item_indicator,"<![CDATA[Results for ""&ldquo;{0}&rdquo;""]]>",(blank),experience,experience_search,by_item_indicator,FALSE,high,blank → first-token feature rule
andpoe.experience_search_by_item_quickbook_indicator,"<![CDATA[""Relevant items for &ldquo;{0}&rdquo;""]]>",(blank),experience,experience_search,by_item_quickbook_indicator,FALSE,high,blank → first-token feature rule
andpoe.text_experience_search_location_picker_anywhere,All destinations,(blank),experience,experience_search,location_picker_anywhere,TRUE,high,value-identical cross-platform → merged
iospoe.experience.search-result.location-picker.geoless,All destinations,(blank),experience,experience_search,location_picker_anywhere,TRUE,high,value-identical cross-platform → merged
andpoe.experience_search_modal_search_autocomplete_with_location,"<![CDATA[Search <b>\""{0}\""</b> in {1}]]>",(blank),experience,experience_search,modal_search_autocomplete_with_location,,high,blank → first-token feature rule
iospoe.experience_search_modal_search_autocomplete_with_location,Search <b>{0}</b> in {1},(blank),experience,experience_search,modal_search_autocomplete_with_location,,high,blank → first-token feature rule
andpoe.text_experience_see_all_reviews,SEE ALL REVIEWS,(blank),experience,experience_see,all_reviews,,high,blank → first-token feature rule
andpoe.text_experience_see_more_photo,See more photos,(blank),experience,experience_see,more_photo,FALSE,high,blank → first-token feature rule
andpoe.text_experience_social_sharing_detail_subject,{0} on Traveloka,experience_social|sharing_detail_subject,experience,experience_social,sharing_detail_subject,TRUE,high,value-identical cross-platform → merged
iospoe.columbus.social-share.product-chain-email-subject-%@,{0} on Traveloka,experience_columbus|social_share_product_chain_email_subject,experience,experience_social,sharing_detail_subject,TRUE,high,value-identical cross-platform → merged
andpoe.experience_sort_by,Sort by,(blank),experience,experience_sort,by,,high,blank → first-token feature rule
andpoe.experience_sort_filter_apply_cta,Apply,experience_sort|filter_apply_cta,experience,experience_sort,filter_apply_cta,TRUE,high,value-identical cross-platform → merged
iospoe.experience.search-result-filter.button.apply,Apply,experience_search|result_filter_apply,experience,experience_sort,filter_apply_cta,TRUE,high,value-identical cross-platform → merged
andpoe.experience_sp_not_found_btn,Kembali ke Awal,(blank),experience,experience_sp,not_found_btn,,high,blank → first-token feature rule
iospoe.experience_sp_not_found_btn,Back to Home,(blank),experience,experience_sp,not_found_btn,,high,blank → first-token feature rule
andpoe.text_experience_sr_grid_item_found,"{0, plural, one {@string/text_experience_sr_grid_item_found_singular} other {@string/text_experience_sr_grid_item_found_plural}}",(blank),experience,experience_sr,grid_item_found,FALSE,high,blank → first-token feature rule
iospoe.experience_and_%@,and {0},(blank),experience,experience_text,and,FALSE,high,one-off/ungrouped → experience_text (label as key)
andpoe.text_experience_limited_seat_available,Only a few left!,(blank),experience,experience_text,limited_seat_available,FALSE,high,one-off/ungrouped → experience_text (label as key)
andpoe.text_experience_max_distance_sort_chain,<![CDATA[More than {0} {1}]]>,(blank),experience,experience_text,max_distance_sort_chain,FALSE,high,one-off/ungrouped → experience_text (label as key)
andpoe.experience_ticket_available_today,AVAILABLE TODAY,(blank),experience,experience_ticket,available_today,FALSE,high,blank → first-token feature rule
iospoe.experience_ticket_detail_about_this_ticket_jr_pass,About this pass,(blank),experience,experience_ticket,detail_about_this_ticket_jr_pass,FALSE,high,blank → first-token feature rule
iospoe.experience_ticket_detail_about_this_ticket_tour,About This Package,(blank),experience,experience_ticket,detail_about_this_ticket_tour,FALSE,high,blank → first-token feature rule
andpoe.experience_ticket_detail_inclusives_price_includes,Price includes,experience_ticket|detail_inclusives_price_includes,experience,experience_ticket,detail_inclusives_price_includes,TRUE,high,value-identical cross-platform → merged
iospoe.experience_ticket_detail_inclusives_price_includes,Price includes,(blank),experience,experience_ticket,detail_inclusives_price_includes,TRUE,high,value-identical cross-platform → merged
andpoe.experience_ticket_detail_see_less,See less,experience_ticket|detail_see_less,experience,experience_ticket,detail_see_less,TRUE,high,value-identical cross-platform → merged
iospoe.experience.product-detail.toggle-button.see-less,See less,experience_product|detail_toggle_see_less,experience,experience_ticket,detail_see_less,TRUE,high,value-identical cross-platform → merged
andpoe.experience_ticket_detail_see_more,See more,experience_ticket|detail_see_more,experience,experience_ticket,detail_see_more,TRUE,high,value-identical cross-platform → merged
iospoe.experience.product-detail.toggle-button.see-more,See more,experience_product|detail_toggle_see_more,experience,experience_ticket,detail_see_more,TRUE,high,value-identical cross-platform → merged
andpoe.experience_ticket_detail_tab_overview,Overview,experience_ticket|detail_tab_overview,experience,experience_ticket,detail_tab_overview,TRUE,high,value-identical cross-platform → merged
iospoe.experience_ticket_detail_tab_overview,Overview,experience_ticket|detail_overview,experience,experience_ticket,detail_tab_overview,TRUE,high,value-identical cross-platform → merged
andpoe.experience_ticket_detail_tab_redemption,How to Redeem,experience_ticket|detail_tab_redemption,experience,experience_ticket,detail_tab_redemption,TRUE,high,value-identical cross-platform → merged
iospoe.experience_ticket_detail_tab_redemption,How to Redeem,experience_ticket|detail_redemption,experience,experience_ticket,detail_tab_redemption,TRUE,high,value-identical cross-platform → merged
andpoe.experience_ticket_list_item_see_whats_included,See what''s included,experience_ticket|list_item_see_whats_included,experience,experience_ticket,list_item_see_whats_included,TRUE,high,value-identical cross-platform → merged
iospoe.experience_ticket_list_item_see_whats_included,See what''s included,(blank),experience,experience_ticket,list_item_see_whats_included,TRUE,high,value-identical cross-platform → merged
andpoe.experience_ticket_list_see_details_button,See what''s included,experience_ticket|list_see_details_button,experience,experience_ticket,list_see_details_button,TRUE,high,value-identical cross-platform → merged
iospoe.experience.product-detail.button.see-detail-button,See what''s included,experience_product|detail_button_see_detail_button,experience,experience_ticket,list_see_details_button,TRUE,high,value-identical cross-platform → merged
andpoe.experience_ticket_list_template_two_see_less_tickets_cta_button_jr_pass,Show less,experience_ticket|list_template_two_see_less_tickets_cta_button_jr_pass,experience,experience_ticket,list_template_two_see_less_tickets_cta_button_jr_pass,TRUE,high,value-identical cross-platform → merged
iospoe.experience_ticket_list_template_two_see_less_tickets_cta_button_jr_pass,Show less,experience_ticket|list_template_two_see_less_tickets_cta_jr_pass,experience,experience_ticket,list_template_two_see_less_tickets_cta_button_jr_pass,TRUE,high,value-identical cross-platform → merged
andpoe.experience_ticket_list_template_two_see_less_tickets_cta_button_spa,Show less,experience_ticket|list_template_two_see_less_tickets_cta_button_spa,experience,experience_ticket,list_template_two_see_less_tickets_cta_button_spa,TRUE,high,value-identical cross-platform → merged
iospoe.experience_ticket_list_template_two_see_less_tickets_cta_button_spa,Show less,experience_ticket|list_template_two_see_less_tickets_cta_spa,experience,experience_ticket,list_template_two_see_less_tickets_cta_button_spa,TRUE,high,value-identical cross-platform → merged
andpoe.experience_ticket_list_template_two_see_less_tickets_cta_button_tour,Show less,experience_ticket|list_template_two_see_less_tickets_cta_button_tour,experience,experience_ticket,list_template_two_see_less_tickets_cta_button_tour,TRUE,high,value-identical cross-platform → merged
iospoe.experience_ticket_list_template_two_see_less_tickets_cta_button_tour,Show less,experience_ticket|list_template_two_see_less_tickets_cta_tour,experience,experience_ticket,list_template_two_see_less_tickets_cta_button_tour,TRUE,high,value-identical cross-platform → merged
andpoe.experience_ticket_list_template_two_see_less_tickets_cta_button_travel_essentials,Show less,experience_ticket|list_template_two_see_less_tickets_cta_button_travel_essentials,experience,experience_ticket,list_template_two_see_less_tickets_cta_button_travel_essentials,TRUE,high,value-identical cross-platform → merged
iospoe.experience_ticket_list_template_two_see_less_tickets_cta_button_travel_essentials,Show less,experience_ticket|list_template_two_see_less_tickets_cta_travel_essentials,experience,experience_ticket,list_template_two_see_less_tickets_cta_button_travel_essentials,TRUE,high,value-identical cross-platform → merged
iospoe.experience_ticket_policy_non_rechedulable_odt,"Cannot be rescheduled, can only be used within validity period.",(blank),experience,experience_ticket,policy_non_rechedulable_odt,FALSE,high,blank → first-token feature rule
andpoe.experience_ticket_policy_reschedulable_with_date,Reschedulable,(blank),experience,experience_ticket,policy_reschedulable_with_date,,high,blank → first-token feature rule
iospoe.experience_ticket_policy_reschedulable_with_date,Easy Reschedule before {0},(blank),experience,experience_ticket,policy_reschedulable_with_date,,high,blank → first-token feature rule
andpoe.text_experience_ticket_reset_date_with_number_tickets,Only {0} out of {1} items are available on your selected date. Want to see more?,(blank),experience,experience_ticket,reset_date_with_number_tickets,FALSE,high,blank → first-token feature rule
andpoe.experience_ticket_select_continue_to_timeslot,Choose Time Slot,(blank),experience,experience_ticket,select_continue_to_timeslot,FALSE,high,blank → first-token feature rule
andpoe.experience_ticket_select_empty_state_button_change_date_case_both,Change Date,(blank),experience,experience_ticket,select_empty_state_button_change_date_case_both,FALSE,high,blank → first-token feature rule
andpoe.experience_ticket_select_empty_state_button_find_item_case_both,Find Other {0},(blank),experience,experience_ticket,select_empty_state_button_find_item_case_both,FALSE,high,blank → first-token feature rule
andpoe.experience_ticket_select_empty_state_description_case_both,"Don’t worry, you can still choose another date or find other {0}. Mind to take a look?",(blank),experience,experience_ticket,select_empty_state_description_case_both,FALSE,high,blank → first-token feature rule
andpoe.experience_ticket_select_empty_state_description_case_carousel,"Don’t worry, there are other similar products to explore. Mind to take a look?",(blank),experience,experience_ticket,select_empty_state_description_case_carousel,FALSE,high,blank → first-token feature rule
andpoe.experience_ticket_select_empty_state_description_case_item,"Don’t worry, there are other {0} available on your selected date. Mind to take a look?",(blank),experience,experience_ticket,select_empty_state_description_case_item,FALSE,high,blank → first-token feature rule
andpoe.experience_ticket_select_empty_state_description_case_reschedule,We couldn’t find any time slots that match your preference. Please try to change your visit date.,(blank),experience,experience_ticket,select_empty_state_description_case_reschedule,FALSE,high,blank → first-token feature rule
andpoe.experience_ticket_select_empty_state_title_case_both,"Sorry, this voucher type is no longer available for this date",(blank),experience,experience_ticket,select_empty_state_title_case_both,FALSE,high,blank → first-token feature rule
andpoe.experience_ticket_select_empty_state_title_case_carousel,"Sorry, all voucher types are no longer available",(blank),experience,experience_ticket,select_empty_state_title_case_carousel,FALSE,high,blank → first-token feature rule
andpoe.experience_ticket_select_empty_state_title_case_item,"Sorry, this voucher type is no longer available",(blank),experience,experience_ticket,select_empty_state_title_case_item,FALSE,high,blank → first-token feature rule
andpoe.experience_ticket_select_empty_state_title_case_reschedule,"Sorry, no time slots are available",(blank),experience,experience_ticket,select_empty_state_title_case_reschedule,FALSE,high,blank → first-token feature rule
andpoe.experience_ticket_select_reschedule_hint_date_time_slot,You may change your visit date and time slot.,(blank),experience,experience_ticket,select_reschedule_hint_date_time_slot,FALSE,high,blank → first-token feature rule
andpoe.experience_ticket_select_reschedule_hint_date_time_slot_preferences,"You may change your visit date, time slot, and service provider accordingly.",(blank),experience,experience_ticket,select_reschedule_hint_date_time_slot_preferences,FALSE,high,blank → first-token feature rule
andpoe.experience_ticket_selection_login_tray_button_primary,Log in,experience_ticket|selection_login_tray_button_primary,experience,experience_ticket,selection_login_tray_button_primary,TRUE,high,value-identical cross-platform → merged
iospoe.experience_ticket_selection_login_tray_button_primary,Log in,experience_ticket|selection_login_tray_primary,experience,experience_ticket,selection_login_tray_button_primary,TRUE,high,value-identical cross-platform → merged
andpoe.experience_ticket_selection_promo_banner_pax_selected,Save up to {0}!,(blank),experience,experience_ticket,selection_promo_banner_pax_selected,FALSE,high,blank → first-token feature rule
iospoe.experience_ticket_selection_see_detail,"For more details about this ticket, ",(blank),experience,experience_ticket,selection_see_detail,,high,blank → first-token feature rule
iospoe.experience_ticket_selection_see_detail_see_here,see here.,(blank),experience,experience_ticket,selection_see_detail_see_here,FALSE,high,blank → first-token feature rule
andpoe.experience_ticket_summary_cheaper_buy,Cheaper to buy here,(blank),experience,experience_ticket,summary_cheaper_buy,FALSE,high,blank → first-token feature rule
andpoe.experience_ticket_summary_per_pax,/pax,(blank),experience,experience_ticket,summary_per_pax,TRUE,high,value-identical cross-platform → merged
iospoe.experience_ticket_summary_per_pax,/pax,(blank),experience,experience_ticket,summary_per_pax,TRUE,high,value-identical cross-platform → merged
andpoe.experience_ticket_summary_validity_item_after_connectivity,"<![CDATA[""Activate this service <strong>before your trip starts</strong>]]>",(blank),experience,experience_ticket,summary_validity_item_after_connectivity,,high,blank → first-token feature rule
iospoe.experience_ticket_summary_validity_item_after_connectivity,Activate this service <b>before your trip starts</b>,(blank),experience,experience_ticket,summary_validity_item_after_connectivity,,high,blank → first-token feature rule
andpoe.experience_ticket_summary_validity_item_date_connectivity,<![CDATA[Activate this service <strong>before {0}</strong>]]>,(blank),experience,experience_ticket,summary_validity_item_date_connectivity,,high,blank → first-token feature rule
iospoe.experience_ticket_summary_validity_item_date_connectivity,Activate this service <b>before {0}</b>,(blank),experience,experience_ticket,summary_validity_item_date_connectivity,,high,blank → first-token feature rule
andpoe.experience_ticket_summary_validity_item_pass,"<![CDATA[For more info on how to use this pass, check the voucher you''ll receive <strong>after purchasing</strong>]]>",(blank),experience,experience_ticket,summary_validity_item_pass,,high,blank → first-token feature rule
iospoe.experience_ticket_summary_validity_item_pass,"For more info on how to use this pass, check the voucher you''ll receive <b>after purchasing</b>",(blank),experience,experience_ticket,summary_validity_item_pass,,high,blank → first-token feature rule
andpoe.experience_tour_ticket_detail_section_departure,Departure,experience_tour|ticket_detail_section_departure,experience,experience_tour,ticket_detail_section_departure,TRUE,high,value-identical cross-platform → merged
iospoe.experience_tour_ticket_detail_section_departure,Departure,(blank),experience,experience_tour,ticket_detail_section_departure,TRUE,high,value-identical cross-platform → merged
andpoe.experience_tour_ticket_list_all_package_card_itinerary_summary,Itinerary overview,experience_tour|ticket_list_all_package_card_itinerary_summary,experience,experience_tour,ticket_list_all_package_card_itinerary_summary,TRUE,high,value-identical cross-platform → merged
iospoe.experience_tour_ticket_list_all_package_card_itinerary_summary,Itinerary overview,(blank),experience,experience_tour,ticket_list_all_package_card_itinerary_summary,TRUE,high,value-identical cross-platform → merged
andpoe.experience_tour_ticket_list_all_package_card_start_from,Starts from,experience_tour|ticket_list_all_package_card_start_from,experience,experience_tour,ticket_list_all_package_card_start_from,TRUE,high,value-identical cross-platform → merged
iospoe.experience_tour_ticket_list_all_package_card_start_from,Starts from,(blank),experience,experience_tour,ticket_list_all_package_card_start_from,TRUE,high,value-identical cross-platform → merged
andpoe.experience_tour_ticket_list_all_package_total_package,Explore {0} available packages,experience_tour|ticket_list_all_package_total_package,experience,experience_tour,ticket_list_all_package_total_package,TRUE,high,value-identical cross-platform → merged
iospoe.experience_tour_ticket_list_all_package_total_package,Explore {0} available packages,(blank),experience,experience_tour,ticket_list_all_package_total_package,TRUE,high,value-identical cross-platform → merged
andpoe.experience_tour_ticket_list_card_start_from,Starts from,experience_tour|ticket_list_card_start_from,experience,experience_tour,ticket_list_card_start_from,TRUE,high,value-identical cross-platform → merged
iospoe.experience_tour_ticket_list_card_start_from,Starts from,(blank),experience,experience_tour,ticket_list_card_start_from,TRUE,high,value-identical cross-platform → merged
andpoe.experience_tour_ticket_list_card_unavailable,Not available,experience_tour|ticket_list_card_unavailable,experience,experience_tour,ticket_list_card_unavailable,TRUE,high,value-identical cross-platform → merged
iospoe.experience_tour_ticket_list_card_unavailable,Not available,(blank),experience,experience_tour,ticket_list_card_unavailable,TRUE,high,value-identical cross-platform → merged
andpoe.experience_tour_ticket_list_total_package,Explore {0} available packages,experience_tour|ticket_list_total_package,experience,experience_tour,ticket_list_total_package,TRUE,high,value-identical cross-platform → merged
iospoe.experience_tour_ticket_list_total_package,Explore {0} available packages,(blank),experience,experience_tour,ticket_list_total_package,TRUE,high,value-identical cross-platform → merged
andpoe.experience_travel_pass_general_tnc,Terms and conditions,(blank),experience,experience_travel,pass_general_tnc,TRUE,high,value-identical cross-platform → merged
iospoe.experience_travel_pass_general_tnc,Terms and conditions,(blank),experience,experience_travel,pass_general_tnc,TRUE,high,value-identical cross-platform → merged
andpoe.experience_travel_pass_how_to_use,How to use pass,(blank),experience,experience_travel,pass_how_to_use,TRUE,high,value-identical cross-platform → merged
iospoe.experience_travel_pass_how_to_use,How to use pass,(blank),experience,experience_travel,pass_how_to_use,TRUE,high,value-identical cross-platform → merged
andpoe.experience_travel_pass_modal_about_pass_section,About pass,experience_travel|pass_modal_about_pass_section,experience,experience_travel,pass_modal_about_pass_section,TRUE,high,value-identical cross-platform → merged
iospoe.experience_travel_pass_modal_about_pass_section,About pass,(blank),experience,experience_travel,pass_modal_about_pass_section,TRUE,high,value-identical cross-platform → merged
andpoe.experience_travel_pass_modal_benefit_section,Pass benefits,experience_travel|pass_modal_benefit_section,experience,experience_travel,pass_modal_benefit_section,TRUE,high,value-identical cross-platform → merged
iospoe.experience_travel_pass_modal_benefit_section,Pass benefits,(blank),experience,experience_travel,pass_modal_benefit_section,TRUE,high,value-identical cross-platform → merged
andpoe.experience_travel_pass_my_booking_card_redeemed_desc,{0}/{1} redeemed,(blank),experience,experience_travel,pass_my_booking_card_redeemed_desc,,high,blank → first-token feature rule
iospoe.experience_travel_pass_my_booking_card_redeemed_desc,{0} redeemed,(blank),experience,experience_travel,pass_my_booking_card_redeemed_desc,,high,blank → first-token feature rule
andpoe.experience_travel_pass_read_itinerary,Itinerary,(blank),experience,experience_travel,pass_read_itinerary,TRUE,high,value-identical cross-platform → merged
iospoe.experience_travel_pass_read_itinerary,Itinerary,(blank),experience,experience_travel,pass_read_itinerary,TRUE,high,value-identical cross-platform → merged
andpoe.experience_travel_pass_redeemed_progression_description,You have redeemed {0}/{1} visits,(blank),experience,experience_travel,pass_redeemed_progression_description,,high,blank → first-token feature rule
iospoe.experience_travel_pass_redeemed_progression_description,You have redeemed {0} visits,(blank),experience,experience_travel,pass_redeemed_progression_description,,high,blank → first-token feature rule
andpoe.experience_travel_pass_selection_validity,Valid from today until {0},(blank),experience,experience_travel,pass_selection_validity,,high,blank → first-token feature rule
iospoe.experience_travel_pass_selection_validity,Valid from today until,(blank),experience,experience_travel,pass_selection_validity,,high,blank → first-token feature rule
iospoe.experience_travel_pass_ticket_detail_ticket_options,Price shown is for individual booking,(blank),experience,experience_travel,pass_ticket_detail_ticket_options,FALSE,high,blank → first-token feature rule
andpoe.experience_ufo_card_sold_out,Sold out,experience_ufo|card_sold_out,experience,experience_ufo,card_sold_out,TRUE,high,value-identical cross-platform → merged
iospoe.experience_ufo_card_sold_out,Sold out,(blank),experience,experience_ufo,card_sold_out,TRUE,high,value-identical cross-platform → merged
andpoe.experience_ufo_search_results_card_price_starts_from,From,experience_ufo|search_results_card_price_starts_from,experience,experience_ufo,search_results_card_price_starts_from,TRUE,high,value-identical cross-platform → merged
iospoe.experience_ufo_search_results_card_price_starts_from,From,(blank),experience,experience_ufo,search_results_card_price_starts_from,TRUE,high,value-identical cross-platform → merged
andpoe.experience_ufo_tray_cta_apply,Apply,experience_ufo|tray_cta_apply,experience,experience_ufo,tray_cta_apply,TRUE,high,value-identical cross-platform → merged
iospoe.experience_ufo_tray_cta_apply,Apply,experience_ufo|tray_apply,experience,experience_ufo,tray_cta_apply,TRUE,high,value-identical cross-platform → merged
andpoe.experience_ufo_tray_cta_reset,Reset,experience_ufo|tray_cta_reset,experience,experience_ufo,tray_cta_reset,TRUE,high,value-identical cross-platform → merged
iospoe.experience_ufo_tray_cta_reset,Reset,experience_ufo|tray_reset,experience,experience_ufo,tray_cta_reset,TRUE,high,value-identical cross-platform → merged
andpoe.experience_validity_with_selected_date_for_after_selected_date,"<![CDATA[""Valid until <b>{0}</b>""]]>",(blank),experience,experience_validity,with_selected_date_for_after_selected_date,,high,blank → first-token feature rule
